"","EIN","NAME","DBA","FISYR","STATE","ADDRESS","CITY","ZIP","STYEAR","ENDYEAR","TAXPREP","FORMTYPE","GROSSRECEIPTS","GROUPRETURN","GROUPEXEMPTNUM","FORMYEAR","DOMICILE","WEBSITE","URL","FORMORGASSOC","FORMORGCORP","FORMORGTRUST","FORMORGOTHER","FORMORGOTHERDESC","FORMORG","ACCTACCRUAL","ACCTCASH","ACCTOTHER","ACCTMETHOD","EXEMPT4947A1","EXEMPT501C","EXEMPT501CNUM","EXEMPT501C3","EXEMPT527","EXEMPTSTATUS","MISSION","DISCOPS","VOTINGMEMBERS","INDVOTINGMEMBERS","TOTEMPLOYEE","TOTVOLUNTEERS","TOTUBI","NETUBI","CONTRIBPRIOR","CONTRIBCURRENT","PSRPRIOR","PSRCURRENT","INVINCPRIOR","INVINCCURRENT","OTHERREVPRIOR","OTHERREVCURRENT","TOTALREVPRIOR","TOTALREVCURRENT","MEMBERDUES","GROSSSALESOTHER","SALESCOSTOTHER","NETSALESOTHER","GROSSINCGAMING","GROSSINCFNDEVENTS","GAMINGEXP","FNDEVENTSEXP","EXPGAMINGFNDEVENTS","GAMINGNET","FNDEVENTSNET","NETGAMINGFNDEVENTS","GROSSSALESINV","SALESCOSTINV","NETSALESINV","GRANTSPAIDPRIOR","GRANTSPAIDCURRENT","MEMBERBENPRIOR","MEMBERBENCURRENT","SALARIESPRIOR","SALARIESCURRENT","PROFUNDFEESPRIOR","PROFUNDFEESCURRENT","TOTFUNDEXP","FEESMGMT","FEESLEGAL","FEESACCT","FEESLOBBY","FEESPROFND","FEESINVMGMT","FEESOTHER","PROFEESINDEP","OCCUPANCY","OFFICEEXP","OTHEREXPPRIOR","OTHEREXPCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","OTHERASSETSCHANGES","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","CASHINVBEGYEAR","CASHINVENDYEAR","LANDBLDEQUIPCOST","LANDBLDEQUIPDEP","LANDBEGYEAR","LANDENDYEAR","OTHERASSETSBEGYEAR","OTHERASSETSENDYEAR","TOTALPROGSERVEXP","LOBBYING","FOREIGNREV","SCHEDOPARTVI","VMGOVERNING","IVMGOVERNING","OFFICERREL","MGMTDEL","CHANGESGOVDOCS","DIVASSETS","STOCKMEMBER","MEMBERCHOOSE","GOVBODYDECISION","GOVBODYDOCU","COMMITTEEDOCU","NOTREACH","COIPOLICY","COIDISCLOSE","COIMONITOR","WBPOLICY","FILINGSTATES","PUBLICWEBSELF","PUBLICWEBOTHER","PUBLICREQUEST","PUBLICOTHER","PUBLICSHARE","ORGBOOKNAME","ORGBOOKPHONE","ORGBOOKADDRESS","ORGBOOKCITY","ORGBOOKSTATE","ORGBOOKZIP","PLEDGEGRANTBEGYEAR","PLEDGEGRANTENDYEAR","ACCTRECBEGYEAR","ACCTRECENDYEAR","LOANSFROMOFFBEGYEAR","LOANSFROMOFFENDYEAR","LOANSDQPBEGYEAR","LOANSDQPENDYEAR","LOANSNOTESBEGYEAR","LOANSNOTESENDYEAR","INVENTORYBEGYEAR","INVENTORYENDYEAR","PREEXPBEGYEAR","PREEXPENDYEAR","INVESTPUBBEGYEAR","INVESTPUBENDYEAR","INVESTOTHBEGYEAR","INVESTOTHENDYEAR","INVESTPRGBEGYEAR","INVESTPRGENDYEAR","INTANASSETSBEGYEAR","INTANASSETSENDYEAR","TABALSHEETBEGYEAR","TABALSHEETENDYEAR","ACCTPAYBEGYEAR","ACCTPAYENDYEAR","GRANTSPAYBEGYEAR","GRANTSPAYENDYEAR","DEFREVBEGYEAR","DEFREVENDYEAR","BONDBEGYEAR","BONDENDYEAR","ESCROWBEGYEAR","ESCROWENDYEAR","LOANSTOOFFBEGYEAR","LOANSTOOFFENDYEAR","MORTGAGEBEGYEAR","MORTGAGEENDYEAR","UNSECNOTESBEGYEAR","UNSECNOTESENDYEAR","OTHERLIABBEGYEAR","OTHERLIABENDYEAR","TLBALSHEETBEGYEAR","TLBALSHEETENDYEAR","ORGSFAS117","ORGNOTSFAS117","URESTNABEGYEAR","URESTNAENDYEAR","TRESTNABEGYEAR","TRESTNAENDYEAR","PRESTNABEGYEAR","PRESTNAENDYEAR","STOCKBEGYEAR","STOCKENDYEAR","SURPLUSBEGYEAR","SURPLUSENDYEAR","EARNINGSBEGYEAR","EARNINGSENDYEAR","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","SCHEDA","SCHEDB","SCHEDC","SCHEDD","SCHEDE","SCHEDF","SCHEDG","SCHEDH","SCHEDI","SCHEDJ","SCHEDK","SCHEDL","SCHEDM","SCHEDN","SCHEDO","SCHEDR","LOBPOFILING","LOBPOAFFIL","LOBLBFILING","LOBLBAFFIL","TOTLOBEXPFILING","TOTLOBEXPAFFIL","OTHEREXEMPTFILING","OTHEREXEMPTAFFIL","TOTEXEMPTFILING","TOTEXEMPTAFFIL","LOBNTFILING","LOBNTAFFIL"
"1","261460932","WISE VOLUNTEER FIRE DEPARTMENT INC",NA,"2014","VA","PO BOX 428","WISE","24293","2014-01-01","2014-12-31","LARRY D STURGILL","990","522593","false",NA,"2007","VA","N/A","https://s3.amazonaws.com/irs-form-990/201543089349301829_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE SUPPORT TO THE LOCAL FIRE DEPARTMENT FOR THE DEVELOPMENT AND MAINTANCE OF BUILDINGS AND EQUIMENT.",NA,"4","0","0","6","0","0","2033","0","0","0","49","42","37043","26274","39125","26316","0","0","0","0","522551","0","496277","0","496277","26274","0","26274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","950","0","0","0","0","950","0","0","38013","27439","38013","27439","1112","-1123","108419","107296","0","0","108419",NA,"107296","6466","4000","100673","102016","107139","106016","0","0","0","0","1280","1280","26489","false","false","X","4","0","false","false","false","false","false","false","false","false","false","false","false","false","false","false","",NA,NA,NA,NA,NA,"THE COPRORATION","2763286715","307 NORTON RD","WISE","VA","24293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108419","107296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","X",NA,"108419","107296","0","0","0","0","0","0","0","0","0","0","108419","107296","108419","107296",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"0","0","0","0","0","0","0","0","0","0","0","0"
